DateTime;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
1095958800;4.6;1446.0;-200.0;25.2;1434.0;442.0;522.0;190.0;2075.0;1619.0;31.6;34.8;1.5925
1095962400;4.9;1446.0;-200.0;26.1;1458.0;431.0;501.0;189.0;2059.0;1572.0;29.0;40.5;1.5949
1095966000;4.7;1421.0;-200.0;25.6;1444.0;402.0;510.0;173.0;2056.0;1446.0;27.2;45.9;1.6302
1095969600;3.3;1247.0;-200.0;16.9;1206.0;313.0;600.0;148.0;1785.0;1233.0;26.2;48.7;1.6256
1095973200;2.3;1168.0;-200.0;12.6;1070.0;228.0;667.0;116.0;1646.0;1102.0;25.1;50.5;1.584
1095976800;2.1;1111.0;-200.0;10.3;991.0;218.0;721.0;109.0;1559.0;1028.0;24.1;50.7;1.4959
1095980400;1.7;1071.0;-200.0;8.9;934.0;179.0;763.0;94.0;1504.0;942.0;22.5;53.7;1.4486
1095984000;1.0;969.0;-200.0;6.5;835.0;97.0;859.0;64.0;1437.0;773.0;22.7;53.7;1.458
1095987600;0.9;942.0;-200.0;5.3;780.0;83.0;915.0;59.0;1419.0;737.0;21.5;57.9;1.4658
1095991200;0.7;923.0;-200.0;4.6;744.0;80.0;908.0;64.0;1394.0;815.0;22.3;55.8;1.4828
1095994800;0.4;813.0;-200.0;2.0;581.0;-200.0;1176.0;-200.0;1320.0;627.0;22.7;53.8;1.4673
1095998400;0.4;851.0;-200.0;2.5;618.0;66.0;1099.0;52.0;1351.0;642.0;21.1;59.9;1.4789
1096002000;0.5;868.0;-200.0;2.8;639.0;109.0;1093.0;55.0;1367.0;610.0;20.4;63.0;1.4946
1096005600;1.3;1062.0;-200.0;8.4;915.0;232.0;792.0;83.0;1579.0;929.0;20.8;62.2;1.5119
1096009200;3.5;1418.0;-200.0;21.1;1328.0;535.0;546.0;114.0;2017.0;1427.0;21.3;61.6;1.5452
1096012800;5.5;1600.0;-200.0;34.0;1641.0;684.0;440.0;137.0;2430.0;1776.0;21.9;60.2;1.56
1096016400;5.6;1583.0;-200.0;29.4;1538.0;803.0;461.0;160.0;2214.0;1788.0;23.0;56.4;1.5614
1096020000;3.4;1338.0;-200.0;20.3;1305.0;539.0;543.0;138.0;1929.0;1521.0;25.1;49.5;1.5572
1096023600;3.2;1285.0;-200.0;18.4;1252.0;364.0;581.0;134.0;1866.0;1293.0;26.6;44.3;1.5229
1096027200;3.7;1376.0;-200.0;22.3;1359.0;422.0;530.0;143.0;1998.0;1435.0;26.2;46.0;1.5422
1096030800;4.6;1467.0;-200.0;26.9;1477.0;483.0;491.0;153.0;2114.0;1592.0;25.4;48.7;1.5594
1096034400;4.2;1442.0;-200.0;24.0;1403.0;496.0;518.0;145.0;2026.0;1551.0;25.6;48.3;1.558
1096038000;3.3;1358.0;-200.0;19.3;1277.0;403.0;563.0;123.0;1892.0;1429.0;25.7;47.8;1.5548
1096041600;2.7;1222.0;-200.0;14.5;1133.0;282.0;624.0;96.0;1698.0;1195.0;24.9;49.2;1.5251
1096045200;2.2;1134.0;-200.0;11.1;1017.0;268.0;724.0;107.0;1632.0;981.0;18.3;75.4;1.5682
1096048800;2.8;1120.0;-200.0;10.4;993.0;306.0;725.0;119.0;1565.0;962.0;16.3;73.9;1.3601
1096052400;2.9;1103.0;-200.0;10.5;997.0;293.0;736.0;109.0;1552.0;914.0;15.6;75.7;1.3345
1096056000;2.0;985.0;-200.0;5.8;805.0;240.0;895.0;107.0;1390.0;785.0;15.4;76.6;1.3334
1096059600;0.7;795.0;-200.0;2.2;596.0;93.0;1227.0;57.0;1188.0;482.0;14.0;75.4;1.1988
1096063200;0.6;787.0;-200.0;2.0;584.0;99.0;1317.0;60.0;1129.0;446.0;14.9;60.5;1.0213
1096066800;1.2;839.0;-200.0;3.8;701.0;55.0;1128.0;22.0;1156.0;553.0;15.5;50.9;0.888
1096070400;1.2;835.0;-200.0;3.9;705.0;19.0;1117.0;2.0;1161.0;592.0;15.6;50.0;0.8773
1096074000;1.1;837.0;-200.0;3.7;693.0;26.0;1096.0;7.0;1178.0;584.0;15.4;53.6;0.9326
1096077600;0.6;761.0;-200.0;1.7;563.0;26.0;1316.0;8.0;1106.0;451.0;15.4;53.9;0.9334
1096081200;0.3;718.0;-200.0;1.0;499.0;-200.0;1495.0;-200.0;1059.0;382.0;15.3;52.4;0.9017
1096084800;0.3;724.0;-200.0;1.0;495.0;42.0;1531.0;27.0;1071.0;391.0;15.3;53.1;0.9181
1096088400;0.3;718.0;-200.0;0.9;486.0;32.0;1531.0;14.0;1072.0;398.0;15.4;53.7;0.9295
1096092000;0.4;744.0;-200.0;1.3;525.0;25.0;1434.0;3.0;1097.0;430.0;15.5;53.3;0.9308
1096095600;0.6;782.0;-200.0;2.1;591.0;28.0;1287.0;9.0;1130.0;461.0;15.4;52.7;0.9178
1096099200;0.7;798.0;-200.0;2.5;619.0;41.0;1204.0;14.0;1138.0;500.0;15.7;51.1;0.9056
1096102800;1.0;867.0;-200.0;4.6;744.0;130.0;1067.0;52.0;1207.0;594.0;16.9;47.7;0.9142
1096106400;1.1;862.0;-200.0;4.3;729.0;173.0;1103.0;64.0;1171.0;603.0;18.2;41.9;0.8674
1096110000;1.5;915.0;-200.0;6.5;834.0;168.0;1006.0;66.0;1243.0;686.0;19.1;37.0;0.8104
1096113600;1.4;857.0;-200.0;6.0;813.0;51.0;1040.0;14.0;1183.0;622.0;19.3;34.8;0.771
1096117200;1.4;837.0;-200.0;6.0;812.0;31.0;1065.0;9.0;1171.0;624.0;19.8;31.2;0.7127
1096120800;1.0;805.0;-200.0;4.5;740.0;41.0;1161.0;12.0;1117.0;565.0;19.8;31.1;0.7104
1096124400;0.9;781.0;-200.0;3.9;705.0;41.0;1203.0;14.0;1068.0;514.0;20.2;28.6;0.6717
1096128000;1.1;815.0;-200.0;4.6;743.0;54.0;1183.0;21.0;1095.0;536.0;22.1;24.8;0.6514
1096131600;1.3;877.0;-200.0;6.7;844.0;112.0;1048.0;43.0;1193.0;669.0;21.1;27.7;0.6853
1096135200;1.8;926.0;-200.0;8.9;935.0;178.0;931.0;62.0;1262.0;786.0;20.1;30.3;0.7045
1096138800;2.4;987.0;-200.0;9.8;971.0;218.0;876.0;68.0;1312.0;891.0;19.5;33.0;0.7384
1096142400;2.7;1004.0;-200.0;10.8;1007.0;241.0;848.0;81.0;1321.0;926.0;19.3;32.3;0.7163
1096146000;1.7;897.0;-200.0;7.4;875.0;223.0;937.0;88.0;1227.0;902.0;18.4;33.2;0.6975
1096149600;2.2;1002.0;-200.0;10.3;989.0;279.0;840.0;99.0;1358.0;1011.0;17.8;36.5;0.7366
1096153200;2.8;1126.0;-200.0;13.8;1111.0;330.0;746.0;98.0;1473.0;1249.0;17.8;39.9;0.8035
1096156800;2.4;1067.0;-200.0;10.9;1013.0;330.0;794.0;97.0;1350.0;1133.0;17.0;43.0;0.8242
1096160400;2.5;1063.0;-200.0;11.7;1040.0;341.0;739.0;101.0;1413.0;1166.0;15.5;52.2;0.9136
1096164000;1.4;915.0;-200.0;7.8;893.0;205.0;872.0;90.0;1287.0;953.0;15.6;51.9;0.9135
1096167600;1.4;906.0;-200.0;7.7;885.0;-200.0;872.0;-200.0;1304.0;912.0;13.5;59.4;0.9176
1096171200;-200.0;844.0;-200.0;5.5;786.0;130.0;969.0;61.0;1226.0;831.0;13.4;59.9;0.9173
1096174800;0.9;816.0;-200.0;4.5;739.0;102.0;999.0;55.0;1188.0;793.0;12.5;63.2;0.9146
1096178400;0.6;768.0;-200.0;3.3;671.0;79.0;1128.0;46.0;1153.0;700.0;13.6;57.6;0.8941
1096182000;1.0;835.0;-200.0;5.4;785.0;148.0;989.0;56.0;1224.0;780.0;12.2;63.2;0.8964
1096185600;1.6;944.0;-200.0;8.2;908.0;261.0;865.0;83.0;1321.0;931.0;14.6;56.4;0.9319
1096189200;0.9;810.0;-200.0;3.0;651.0;107.0;1170.0;55.0;1117.0;575.0;19.8;38.6;0.8831
1096192800;0.9;819.0;-200.0;3.0;655.0;103.0;1222.0;47.0;1104.0;507.0;21.6;33.4;0.8519
1096196400;1.0;844.0;-200.0;3.5;680.0;122.0;1147.0;61.0;1129.0;518.0;22.0;32.2;0.8407
1096200000;1.0;846.0;-200.0;3.6;688.0;127.0;1127.0;58.0;1138.0;518.0;22.7;30.2;0.8217
1096203600;0.9;842.0;-200.0;4.0;711.0;110.0;1077.0;59.0;1160.0;516.0;22.3;30.4;0.8063
1096207200;0.9;840.0;-200.0;4.2;722.0;98.0;1048.0;54.0;1169.0;507.0;22.1;30.5;0.7981
1096210800;0.9;815.0;-200.0;3.1;657.0;146.0;1166.0;69.0;1098.0;490.0;22.1;29.5;0.7761
1096214400;0.9;838.0;-200.0;3.5;685.0;119.0;1176.0;54.0;1121.0;465.0;23.4;27.1;0.7681
1096218000;2.7;992.0;-200.0;10.3;987.0;234.0;823.0;95.0;1327.0;781.0;23.1;27.0;0.7538
1096221600;2.2;990.0;-200.0;7.8;891.0;261.0;908.0;99.0;1278.0;765.0;21.5;31.4;0.7943
1096225200;3.3;1066.0;-200.0;10.7;1004.0;371.0;795.0;127.0;1384.0;1006.0;20.3;35.5;0.833
1096228800;2.1;971.0;-200.0;7.3;870.0;266.0;911.0;98.0;1287.0;798.0;19.6;36.3;0.8193
1096232400;1.8;963.0;-200.0;7.7;887.0;268.0;853.0;112.0;1311.0;938.0;18.7;39.7;0.8482
1096236000;1.9;1010.0;-200.0;8.6;925.0;294.0;829.0;115.0;1351.0;996.0;18.0;42.7;0.8745
1096239600;2.3;1054.0;-200.0;10.0;978.0;303.0;768.0;114.0;1398.0;1109.0;17.1;47.6;0.9208
1096243200;1.9;998.0;-200.0;8.5;920.0;241.0;802.0;103.0;1365.0;1042.0;16.6;51.3;0.9634
1096246800;1.3;919.0;-200.0;5.8;802.0;142.0;891.0;81.0;1265.0;940.0;15.9;55.2;0.9881
1096250400;1.0;884.0;-200.0;5.0;764.0;110.0;921.0;75.0;1247.0;900.0;14.9;58.9;0.9891
1096254000;0.6;803.0;-200.0;2.9;648.0;-200.0;1079.0;-200.0;1178.0;774.0;14.1;61.0;0.9799
1096257600;0.6;820.0;-200.0;3.4;674.0;104.0;1024.0;64.0;1188.0;790.0;14.0;62.6;0.9948
1096261200;0.9;894.0;-200.0;5.6;794.0;179.0;889.0;71.0;1266.0;908.0;14.1;61.7;0.9844
1096264800;1.5;988.0;-200.0;9.0;941.0;361.0;801.0;99.0;1399.0;1035.0;14.4;60.3;0.9802
1096268400;5.5;1372.0;-200.0;26.9;1477.0;799.0;542.0;132.0;1973.0;1556.0;15.0;57.7;0.9778
1096272000;4.0;1209.0;-200.0;18.8;1262.0;614.0;618.0;135.0;1708.0;1392.0;16.9;50.3;0.958
1096275600;1.8;951.0;-200.0;8.2;908.0;275.0;873.0;94.0;1314.0;904.0;19.7;40.2;0.9108
1096279200;1.9;992.0;-200.0;9.1;943.0;325.0;847.0;103.0;1351.0;936.0;22.2;33.6;0.8886
1096282800;1.7;964.0;-200.0;9.2;947.0;327.0;862.0;123.0;1328.0;907.0;23.7;29.6;0.8537
1096286400;1.6;917.0;-200.0;8.3;910.0;252.0;886.0;95.0;1275.0;744.0;21.9;30.7;0.7961
1096290000;1.9;937.0;-200.0;9.1;942.0;226.0;852.0;90.0;1276.0;773.0;22.3;29.5;0.7838
1096293600;1.6;961.0;-200.0;9.2;949.0;230.0;853.0;99.0;1306.0;812.0;23.8;27.0;0.7845
1096297200;1.8;969.0;-200.0;9.6;962.0;244.0;829.0;107.0;1316.0;856.0;23.3;28.3;0.8012
1096300800;2.0;1020.0;-200.0;11.8;1042.0;251.0;788.0;112.0;1401.0;927.0;24.2;27.2;0.8128
1096304400;3.1;1107.0;-200.0;17.3;1219.0;346.0;683.0;132.0;1582.0;1131.0;25.1;25.8;0.8065
1096308000;3.9;1119.0;-200.0;17.8;1233.0;407.0;670.0;148.0;1539.0;1270.0;22.3;29.2;0.7773
1096311600;4.3;1173.0;-200.0;20.9;1322.0;490.0;633.0;158.0;1679.0;1365.0;20.8;32.5;0.7873
1096315200;3.5;1097.0;-200.0;14.9;1144.0;434.0;702.0;145.0;1517.0;1274.0;19.1;36.8;0.8066
1096318800;2.4;1018.0;-200.0;11.3;1024.0;345.0;758.0;128.0;1400.0;1169.0;18.1;39.9;0.8232
1096322400;1.5;932.0;-200.0;8.4;914.0;192.0;837.0;105.0;1298.0;1000.0;17.4;42.8;0.8463
1096326000;1.3;897.0;-200.0;6.8;849.0;157.0;891.0;90.0;1253.0;910.0;16.7;46.6;0.8793
1096329600;1.0;840.0;-200.0;4.9;758.0;148.0;994.0;85.0;1189.0;829.0;17.1;46.8;0.9054
1096333200;0.8;802.0;-200.0;3.5;680.0;105.0;1091.0;73.0;1137.0;756.0;15.3;51.9;0.8982
1096336800;0.5;765.0;-200.0;2.8;637.0;141.0;1138.0;74.0;1113.0;742.0;15.0;52.8;0.8929
1096340400;0.4;741.0;-200.0;2.1;595.0;-200.0;1191.0;-200.0;1080.0;686.0;14.4;54.5;0.8887
1096344000;0.5;748.0;-200.0;2.2;595.0;107.0;1208.0;61.0;1089.0;677.0;12.8;59.8;0.8801
1096347600;0.7;791.0;-200.0;3.9;704.0;166.0;1057.0;69.0;1154.0;748.0;11.9;62.7;0.8726
1096351200;1.2;875.0;-200.0;7.3;871.0;241.0;890.0;82.0;1253.0;890.0;12.1;62.6;0.8825
1096354800;2.4;1085.0;-200.0;15.5;1164.0;368.0;707.0;120.0;1503.0;1155.0;13.5;58.2;0.8944
1096358400;4.3;1268.0;-200.0;27.1;1482.0;498.0;550.0;135.0;1849.0;1533.0;14.4;55.7;0.9087
1096362000;4.1;1236.0;-200.0;21.3;1332.0;641.0;601.0;152.0;1683.0;1550.0;17.8;45.7;0.9224
1096365600;3.7;1274.0;-200.0;19.9;1294.0;667.0;615.0;177.0;1595.0;2236.0;21.0;37.2;0.9155
1096369200;3.4;1250.0;-200.0;19.4;1280.0;550.0;618.0;181.0;1663.0;2178.0;24.5;29.8;0.9008
1096372800;3.8;1224.0;-200.0;21.8;1347.0;483.0;602.0;176.0;1670.0;1901.0;26.4;26.4;0.8969
1096376400;4.1;1220.0;-200.0;21.7;1344.0;524.0;605.0;163.0;1676.0;1743.0;25.2;26.8;0.8451
1096380000;3.4;1166.0;-200.0;18.9;1265.0;481.0;640.0;174.0;1570.0;1502.0;26.1;24.8;0.8283
1096383600;2.3;1050.0;-200.0;13.0;1084.0;305.0;748.0;117.0;1402.0;1153.0;26.2;24.4;0.8174
1096387200;3.2;1174.0;-200.0;18.8;1264.0;396.0;670.0;145.0;1598.0;1287.0;28.9;21.3;0.8382
1096390800;4.8;1323.0;-200.0;26.8;1474.0;501.0;554.0;173.0;1854.0;1547.0;28.0;23.3;0.8681
1096394400;6.7;1432.0;-200.0;36.9;1706.0;702.0;488.0;204.0;2098.0;1842.0;24.7;27.9;0.8559
1096398000;7.5;1479.0;-200.0;39.3;1756.0;755.0;466.0;209.0;2165.0;1908.0;23.0;33.6;0.9302
1096401600;4.5;1309.0;-200.0;23.1;1379.0;524.0;555.0;175.0;1841.0;1693.0;20.9;45.8;1.1159
1096405200;2.1;1089.0;-200.0;11.6;1037.0;247.0;707.0;129.0;1480.0;1336.0;19.8;48.6;1.113
1096408800;1.5;1009.0;-200.0;8.3;911.0;196.0;788.0;111.0;1359.0;1177.0;19.8;47.7;1.0885
1096412400;1.1;930.0;-200.0;5.7;796.0;135.0;883.0;85.0;1263.0;977.0;18.6;49.1;1.0435
1096416000;1.1;929.0;-200.0;5.9;805.0;146.0;879.0;86.0;1270.0;974.0;17.2;53.9;1.0498
1096419600;0.9;872.0;-200.0;4.1;718.0;106.0;981.0;71.0;1223.0;872.0;16.3;56.8;1.047
1096423200;0.5;790.0;-200.0;2.2;601.0;70.0;1150.0;60.0;1157.0;734.0;17.4;53.4;1.0541
1096426800;0.4;793.0;-200.0;2.0;581.0;-200.0;1169.0;-200.0;1152.0;668.0;15.5;58.8;1.0309
1096430400;-200.0;789.0;-200.0;2.2;596.0;62.0;1145.0;48.0;1161.0;698.0;14.6;62.1;1.0236
1096434000;0.4;769.0;-200.0;2.0;586.0;60.0;1221.0;45.0;1134.0;650.0;17.1;52.5;1.013
1096437600;0.7;852.0;-200.0;4.0;713.0;92.0;1029.0;53.0;1203.0;749.0;15.2;58.3;0.9986
1096441200;2.0;1100.0;-200.0;13.4;1097.0;277.0;739.0;94.0;1516.0;1106.0;14.9;59.2;0.9985
1096444800;4.2;1326.0;-200.0;28.0;1504.0;600.0;510.0;122.0;1968.0;1609.0;15.1;59.0;1.0086
1096448400;5.2;1433.0;-200.0;28.6;1518.0;693.0;499.0;170.0;1973.0;1770.0;19.0;47.8;1.0434
1096452000;3.8;1310.0;-200.0;21.4;1334.0;617.0;573.0;174.0;1747.0;1633.0;22.4;38.8;1.04
1096455600;3.7;1304.0;-200.0;19.1;1272.0;569.0;593.0;191.0;1673.0;1583.0;25.4;33.3;1.0679
1096459200;3.4;1286.0;-200.0;19.6;1286.0;409.0;593.0;179.0;1728.0;1449.0;27.2;30.4;1.081
1096462800;3.1;1217.0;-200.0;15.8;1175.0;335.0;621.0;148.0;1644.0;1451.0;25.5;34.8;1.1152
1096466400;2.4;1104.0;-200.0;13.5;1099.0;290.0;698.0;129.0;1483.0;1147.0;26.4;28.5;0.9658
1096470000;2.8;1143.0;-200.0;15.9;1176.0;312.0;677.0;148.0;1551.0;1108.0;27.7;25.1;0.9158
1096473600;3.6;1205.0;-200.0;19.9;1295.0;440.0;626.0;184.0;1613.0;1267.0;28.6;23.2;0.8917
1096477200;4.0;1276.0;-200.0;21.6;1340.0;450.0;597.0;188.0;1677.0;1303.0;27.2;26.3;0.9317
1096480800;5.6;1440.0;-200.0;31.0;1573.0;578.0;491.0;204.0;1997.0;1643.0;25.3;33.0;1.0473
1096484400;6.3;1467.0;-200.0;34.1;1643.0;615.0;467.0;201.0;2088.0;1749.0;23.2;36.9;1.0346
1096488000;4.7;1339.0;-200.0;22.8;1373.0;536.0;541.0;165.0;1797.0;1585.0;21.6;43.3;1.1019
1096491600;1.9;1108.0;-200.0;12.3;1061.0;238.0;685.0;133.0;1454.0;1315.0;21.1;44.8;1.1088
1096495200;1.9;1116.0;-200.0;10.9;1012.0;249.0;699.0;125.0;1445.0;1290.0;19.7;49.3;1.1148
1096498800;1.2;981.0;-200.0;7.1;860.0;150.0;812.0;101.0;1298.0;1059.0;20.3;47.8;1.1281
1096502400;0.9;947.0;-200.0;5.7;798.0;108.0;869.0;79.0;1276.0;943.0;19.4;50.3;1.1201
1096506000;-200.0;939.0;-200.0;5.3;776.0;-200.0;879.0;-200.0;1259.0;913.0;18.3;53.1;1.1056
1096509600;-200.0;862.0;-200.0;2.9;644.0;-200.0;1030.0;-200.0;1173.0;720.0;17.5;56.1;1.1103
1096513200;-200.0;827.0;-200.0;1.9;577.0;-200.0;1138.0;-200.0;1143.0;640.0;19.2;50.3;1.1087
1096516800;-200.0;879.0;-200.0;2.4;611.0;-200.0;1036.0;-200.0;1189.0;779.0;16.6;59.6;1.117
1096520400;-200.0;911.0;-200.0;4.0;710.0;-200.0;932.0;-200.0;1226.0;850.0;17.5;57.1;1.1311
1096524000;-200.0;1051.0;-200.0;8.1;901.0;-200.0;778.0;-200.0;1379.0;1020.0;17.6;57.6;1.1471
1096527600;-200.0;1496.0;-200.0;24.8;1425.0;-200.0;520.0;-200.0;1946.0;1605.0;18.0;57.0;1.1665
1096531200;-200.0;1610.0;-200.0;36.3;1692.0;-200.0;436.0;-200.0;2197.0;1866.0;18.5;55.9;1.1779
1096534800;-200.0;1428.0;-200.0;20.9;1321.0;-200.0;544.0;-200.0;1779.0;1621.0;18.6;57.2;1.2146
1096538400;-200.0;1459.0;-200.0;22.2;1356.0;-200.0;525.0;-200.0;1795.0;1712.0;20.2;53.0;1.2407
1096542000;-200.0;1486.0;-200.0;23.5;1390.0;-200.0;504.0;-200.0;1835.0;1770.0;21.3;50.1;1.2539
1096545600;1.7;1158.0;-200.0;10.8;1008.0;-200.0;695.0;-200.0;1489.0;1175.0;24.6;42.8;1.3053
1096549200;1.7;1200.0;-200.0;11.2;1021.0;223.0;678.0;101.0;1510.0;1157.0;24.6;44.1;1.3477
1096552800;2.2;1290.0;-200.0;15.1;1151.0;267.0;613.0;113.0;1638.0;1219.0;25.6;43.4;1.4049
1096556400;2.8;1366.0;-200.0;17.4;1223.0;308.0;578.0;121.0;1744.0;1288.0;26.1;42.6;1.4172
1096560000;3.9;1505.0;-200.0;23.4;1388.0;422.0;516.0;146.0;1978.0;1503.0;25.8;44.8;1.4644
1096563600;6.5;1728.0;-200.0;35.9;1683.0;623.0;419.0;188.0;2365.0;1861.0;25.4;47.9;1.5346
1096567200;6.3;1673.0;-200.0;34.0;1643.0;572.0;436.0;182.0;2259.0;1781.0;24.6;50.0;1.5241
1096570800;5.7;1636.0;-200.0;30.1;1553.0;514.0;449.0;166.0;2130.0;1745.0;23.6;54.4;1.5687
1096574400;4.4;1468.0;-200.0;20.0;1296.0;414.0;529.0;142.0;1854.0;1590.0;22.6;59.5;1.6155
1096578000;1.6;1180.0;-200.0;10.5;997.0;143.0;677.0;84.0;1549.0;1127.0;22.1;61.3;1.6133
1096581600;1.5;1138.0;-200.0;9.0;938.0;147.0;700.0;87.0;1500.0;1098.0;22.1;61.3;1.6053
1096585200;1.7;1192.0;-200.0;10.7;1004.0;159.0;665.0;91.0;1577.0;1176.0;21.1;64.7;1.5956
1096588800;1.9;1176.0;-200.0;10.4;993.0;206.0;659.0;91.0;1572.0;1178.0;20.3;66.4;1.5591
1096592400;1.6;1137.0;-200.0;9.7;967.0;140.0;687.0;74.0;1557.0;1091.0;19.4;69.3;1.5418
1096596000;1.3;1035.0;-200.0;6.9;851.0;132.0;764.0;69.0;1465.0;1002.0;19.0;70.8;1.5417
1096599600;0.8;943.0;-200.0;4.0;709.0;-200.0;893.0;-200.0;1348.0;876.0;20.2;65.8;1.5442
1096603200;0.6;904.0;-200.0;3.0;655.0;81.0;968.0;54.0;1326.0;824.0;19.8;67.2;1.5322
1096606800;0.7;966.0;-200.0;4.3;726.0;120.0;872.0;60.0;1371.0;892.0;19.0;70.3;1.5308
1096610400;1.6;1124.0;-200.0;9.8;972.0;279.0;674.0;69.0;1568.0;1092.0;18.8;71.8;1.5372
1096614000;2.9;1348.0;-200.0;17.2;1217.0;392.0;559.0;91.0;1816.0;1413.0;20.2;66.3;1.555
1096617600;4.1;1499.0;-200.0;27.9;1501.0;433.0;469.0;97.0;2130.0;1565.0;20.8;64.3;1.563
1096621200;3.7;1427.0;-200.0;20.5;1311.0;531.0;503.0;114.0;1900.0;1594.0;22.3;59.3;1.5705
1096624800;3.6;1473.0;-200.0;21.2;1330.0;619.0;497.0;129.0;1908.0;1677.0;23.2;56.6;1.5929
1096628400;3.4;1440.0;-200.0;19.9;1294.0;522.0;506.0;137.0;1879.0;1616.0;23.8;54.7;1.587
1096632000;3.7;1474.0;-200.0;21.1;1326.0;505.0;485.0;134.0;1943.0;1610.0;23.5;56.2;1.6048
1096635600;4.1;1485.0;-200.0;22.3;1359.0;465.0;477.0;132.0;2005.0;1614.0;23.9;54.4;1.5963
1096639200;3.2;-200.0;-200.0;-200.0;-200.0;383.0;-200.0;123.0;-200.0;-200.0;-200.0;-200.0;-200.0
1096642800;2.4;1306.0;-200.0;12.9;1079.0;278.0;603.0;105.0;1668.0;1286.0;25.4;47.4;1.517
1096646400;3.4;1464.0;-200.0;18.4;1251.0;372.0;530.0;136.0;1853.0;1487.0;26.4;45.4;1.54
1096650000;5.6;1629.0;-200.0;26.5;1466.0;540.0;458.0;169.0;2130.0;1703.0;25.8;46.9;1.5375
1096653600;-200.0;1629.0;-200.0;29.4;1536.0;-200.0;435.0;-200.0;2205.0;1773.0;25.3;49.6;1.5805
1096657200;-200.0;1707.0;-200.0;33.7;1637.0;-200.0;411.0;-200.0;2338.0;1848.0;24.2;54.3;1.6117
1096660800;-200.0;1424.0;-200.0;19.9;1293.0;-200.0;524.0;-200.0;1902.0;1550.0;22.8;58.1;1.5951
1096664400;-200.0;1297.0;-200.0;13.5;1100.0;-200.0;598.0;-200.0;1710.0;1350.0;21.5;63.2;1.5993
1096668000;-200.0;1214.0;-200.0;11.2;1022.0;-200.0;645.0;-200.0;1592.0;1235.0;21.3;63.0;1.5798
1096671600;-200.0;1160.0;-200.0;9.1;944.0;-200.0;686.0;-200.0;1523.0;1162.0;20.8;64.1;1.554
1096675200;-200.0;1232.0;-200.0;10.9;1012.0;-200.0;642.0;-200.0;1595.0;1211.0;20.6;64.0;1.5346
1096678800;-200.0;1134.0;-200.0;8.4;914.0;-200.0;699.0;-200.0;1512.0;1097.0;20.6;63.4;1.519
1096682400;-200.0;1071.0;-200.0;7.1;860.0;-200.0;742.0;-200.0;1500.0;1021.0;20.4;64.4;1.522
1096686000;-200.0;968.0;-200.0;4.3;730.0;-200.0;858.0;-200.0;1388.0;913.0;21.3;61.0;1.529
1096689600;-200.0;994.0;-200.0;4.0;711.0;-200.0;867.0;-200.0;1384.0;909.0;20.5;64.0;1.5247
1096693200;-200.0;1046.0;-200.0;5.8;804.0;-200.0;774.0;-200.0;1458.0;983.0;20.3;65.3;1.5321
1096696800;-200.0;1066.0;-200.0;6.3;827.0;-200.0;751.0;-200.0;1479.0;1024.0;20.1;65.9;1.5321
1096700400;-200.0;1277.0;-200.0;12.3;1061.0;-200.0;612.0;-200.0;1691.0;1243.0;20.2;65.6;1.5368
1096704000;-200.0;1290.0;-200.0;13.3;1093.0;-200.0;592.0;-200.0;1677.0;1253.0;21.1;62.8;1.5481
1096707600;-200.0;1268.0;-200.0;12.5;1066.0;-200.0;608.0;-200.0;1665.0;1240.0;22.5;57.5;1.5518
1096711200;-200.0;1243.0;-200.0;10.5;997.0;-200.0;648.0;-200.0;1587.0;1155.0;24.2;51.9;1.5426
1096714800;-200.0;1300.0;-200.0;12.1;1053.0;-200.0;614.0;-200.0;1650.0;1193.0;25.2;48.9;1.5437
1096718400;-200.0;1278.0;-200.0;12.1;1053.0;-200.0;630.0;-200.0;1641.0;1153.0;25.8;47.8;1.5662
1096722000;-200.0;1249.0;-200.0;11.2;1023.0;-200.0;639.0;-200.0;1640.0;1034.0;25.7;49.2;1.5988
1096725600;-200.0;1145.0;-200.0;7.2;867.0;-200.0;739.0;-200.0;1499.0;870.0;25.8;49.6;1.6213
1096729200;-200.0;1199.0;-200.0;8.7;928.0;-200.0;704.0;-200.0;1533.0;890.0;25.7;48.8;1.5913
1096732800;-200.0;1236.0;-200.0;9.6;962.0;-200.0;690.0;-200.0;1589.0;946.0;26.5;45.9;1.5626
1096736400;-200.0;1289.0;-200.0;11.6;1037.0;-200.0;638.0;-200.0;1648.0;1033.0;25.4;48.9;1.565
1096740000;-200.0;1299.0;-200.0;12.7;1072.0;-200.0;617.0;-200.0;1688.0;1107.0;24.4;52.5;1.583
1096743600;-200.0;1506.0;-200.0;20.7;1315.0;-200.0;512.0;-200.0;1954.0;1395.0;23.9;54.6;1.5936
1096747200;-200.0;1432.0;-200.0;17.8;1234.0;-200.0;553.0;-200.0;1849.0;1342.0;22.9;57.9;1.5958
1096750800;-200.0;1193.0;-200.0;11.2;1021.0;-200.0;666.0;-200.0;1633.0;1152.0;22.1;61.1;1.6012
1096754400;-200.0;1188.0;-200.0;10.8;1007.0;-200.0;668.0;-200.0;1577.0;1128.0;20.8;65.6;1.5898
